file1,file2,text_score
103303.json,015395.json,
065390.json,096852.json,
015596.json,033528.json,
054249.json,064796.json,
009923.json,106463.json,
114396.json,116521.json,
074708.json,056723.json,
089861.json,002917.json,
027590.json,075029.json,
013695.json,080371.json,
094772.json,022438.json,
098454.json,089894.json,
057956.json,114242.json,
020365.json,021237.json,
008822.json,008362.json,
108783.json,064443.json,
118104.json,035157.json,
015409.json,050425.json,
045389.json,026622.json,
052164.json,083981.json,
087555.json,053156.json,
117356.json,104412.json,
120623.json,093049.json,
113254.json,054159.json,
044433.json,028549.json,
086843.json,014389.json,
054222.json,033242.json,
097672.json,068414.json,
024191.json,098494.json,
035811.json,081955.json,
080779.json,097112.json,
082938.json,090626.json,
010229.json,049496.json,
105831.json,094676.json,
095048.json,006077.json,
078767.json,112986.json,
001911.json,108578.json,
037896.json,120996.json,
030094.json,055451.json,
022879.json,086526.json,
112862.json,081638.json,
068079.json,029118.json,
075076.json,101787.json,
096952.json,099279.json,
013529.json,114023.json,
090146.json,010770.json,
044978.json,043590.json,
104583.json,032154.json,
032831.json,037721.json,
032329.json,035750.json,
080449.json,024343.json,
045080.json,111284.json,
048352.json,013193.json,
030664.json,038419.json,
003709.json,081429.json,
037566.json,075019.json,
089867.json,050077.json,
102430.json,013366.json,
003578.json,096717.json,
119191.json,078825.json,
064912.json,014624.json,
008235.json,118709.json,
062110.json,075055.json,
088996.json,022207.json,
077380.json,092885.json,
052989.json,058416.json,
017887.json,088184.json,
052476.json,114158.json,
091724.json,056250.json,
113553.json,065597.json,
005456.json,069774.json,
091412.json,048900.json,
019871.json,114423.json,
120624.json,058796.json,
101229.json,000359.json,
121233.json,025202.json,
090040.json,102502.json,
014887.json,010072.json,
048053.json,041141.json,
040563.json,085615.json,
069955.json,032597.json,
074969.json,067566.json,
062609.json,036078.json,
038588.json,025857.json,
026237.json,108042.json,
121445.json,100317.json,
016028.json,044639.json,
119936.json,061700.json,
071438.json,097836.json,
029598.json,093391.json,
121462.json,024618.json,
006501.json,014666.json,
020696.json,033875.json,
017646.json,117362.json,
033974.json,017269.json,
056178.json,098475.json,
029145.json,023735.json,
084116.json,106079.json,
109990.json,057228.json,
118868.json,116363.json,
081397.json,119304.json,
095695.json,043012.json,
116324.json,059345.json,
101892.json,070132.json,
011326.json,032113.json,
116060.json,003754.json,
119949.json,009490.json,
119370.json,093940.json,
001131.json,079872.json,
026172.json,080971.json,
093024.json,069816.json,
094631.json,104005.json,
021936.json,012689.json,
041275.json,024437.json,
078001.json,031325.json,
013771.json,063737.json,
085739.json,012192.json,
000634.json,025078.json,
110553.json,063966.json,
029992.json,045302.json,
048904.json,013562.json,
017606.json,078403.json,
045846.json,053929.json,
044652.json,094183.json,
090863.json,008230.json,
061132.json,059079.json,
035032.json,114114.json,
096418.json,105918.json,
048192.json,047049.json,
079683.json,079382.json,
080150.json,103567.json,
018213.json,090331.json,
076894.json,033064.json,
089431.json,032735.json,
019213.json,078260.json,
048776.json,086327.json,
069061.json,111152.json,
030271.json,119019.json,
082870.json,070585.json,
089122.json,074806.json,
072802.json,097513.json,
038705.json,035403.json,
073385.json,104432.json,
025891.json,116919.json,
074830.json,111261.json,
046934.json,093023.json,
113565.json,059233.json,
007925.json,065287.json,
001535.json,007081.json,
093443.json,077662.json,
018085.json,030252.json,
003939.json,115048.json,
032933.json,019334.json,
013834.json,104890.json,
037374.json,095473.json,
073874.json,082894.json,
090382.json,058468.json,
016606.json,044969.json,
089240.json,091115.json,
032779.json,101218.json,
087512.json,069249.json,
057952.json,044638.json,
047674.json,060534.json,
007325.json,046627.json,
068763.json,030827.json,
001044.json,024939.json,
060719.json,058103.json,
042581.json,077918.json,
040126.json,038979.json,
005268.json,048858.json,
059275.json,111583.json,
028398.json,000560.json,
075808.json,072062.json,
016993.json,076191.json,
077198.json,033639.json,
018065.json,077090.json,
023895.json,107428.json,
053829.json,115585.json,
092209.json,071333.json,
042956.json,112355.json,
002616.json,120026.json,
113295.json,113184.json,
059462.json,100574.json,
078372.json,018114.json,
061434.json,111343.json,
093539.json,087698.json,
050947.json,065295.json,
061817.json,103413.json,
094098.json,069546.json,
113252.json,073261.json,
025662.json,053288.json,
017974.json,003587.json,
041710.json,002871.json,
104451.json,028459.json,
037733.json,076431.json,
076364.json,014699.json,
055043.json,077392.json,
105898.json,104410.json,
000542.json,092821.json,
076460.json,065618.json,
079055.json,014786.json,
094743.json,064724.json,
069021.json,103890.json,
042487.json,100987.json,
034798.json,018100.json,
079613.json,098199.json,
031100.json,032942.json,
084589.json,075628.json,
069927.json,089401.json,
059528.json,015603.json,
110297.json,033283.json,
028038.json,107992.json,
101030.json,113031.json,
103939.json,114488.json,
098276.json,041529.json,
072169.json,042586.json,
103694.json,116001.json,
036351.json,005620.json,
084749.json,025958.json,
099845.json,011517.json,
039788.json,036453.json,
118362.json,109260.json,
096854.json,115169.json,
090132.json,105091.json,
013374.json,092497.json,
040221.json,066483.json,
106819.json,014375.json,
036923.json,106184.json,
097639.json,048605.json,
078947.json,040580.json,
112499.json,006593.json,
001558.json,058293.json,
108249.json,108884.json,
058190.json,070126.json,
073034.json,029058.json,
102247.json,059154.json,
068959.json,060468.json,
082776.json,063759.json,
019359.json,083902.json,
014126.json,064018.json,
086895.json,030175.json,
092143.json,029147.json,
039182.json,039715.json,
051007.json,047147.json,
089971.json,107511.json,
095187.json,027842.json,
096816.json,044274.json,
055803.json,111125.json,
014477.json,040043.json,
029155.json,005432.json,
060647.json,084878.json,
098143.json,023430.json,
087549.json,027696.json,
119393.json,057471.json,
039689.json,008254.json,
097980.json,086918.json,
033090.json,115395.json,
029703.json,069346.json,
089295.json,043593.json,
100297.json,110005.json,
031331.json,046889.json,
089158.json,014987.json,
034001.json,099122.json,
103571.json,045969.json,
081585.json,119523.json,
052379.json,034711.json,
037769.json,075261.json,
087217.json,059824.json,
088327.json,091315.json,
066626.json,100353.json,
058391.json,100240.json,
001176.json,006727.json,
021633.json,033485.json,
013673.json,065136.json,
028772.json,006181.json,
045116.json,002385.json,
002899.json,025317.json,
050822.json,070082.json,
053251.json,105657.json,
098612.json,105658.json,
058599.json,026311.json,
108845.json,115044.json,
055709.json,052424.json,
091894.json,087172.json,
078310.json,055515.json,
114469.json,020131.json,
082175.json,022606.json,
002072.json,112252.json,
064561.json,095003.json,
006521.json,054469.json,
090244.json,018267.json,
056017.json,074313.json,
084078.json,052969.json,
002342.json,008992.json,
107525.json,090454.json,
100919.json,060310.json,
113278.json,008072.json,
066188.json,101237.json,
095446.json,093815.json,
081285.json,119674.json,
085813.json,050451.json,
034027.json,002922.json,
071604.json,117967.json,
049960.json,101089.json,
060993.json,054193.json,
007234.json,098879.json,
109826.json,084061.json,
111406.json,002604.json,
096237.json,064449.json,
049179.json,110374.json,
024825.json,037635.json,
097762.json,012418.json,
021500.json,085884.json,
041837.json,101254.json,
025214.json,068722.json,
105084.json,024841.json,
048092.json,090979.json,
084143.json,083197.json,
115430.json,058838.json,
108811.json,109071.json,
117176.json,102807.json,
000940.json,058987.json,
101662.json,004647.json,
082840.json,052349.json,
106069.json,019586.json,
103348.json,100552.json,
073792.json,079933.json,
042416.json,034234.json,
094603.json,112451.json,
113353.json,035566.json,
113420.json,046041.json,
072120.json,103616.json,
034105.json,111640.json,
074997.json,050245.json,
099537.json,096869.json,
058136.json,078520.json,
026577.json,088211.json,
069117.json,036025.json,
061250.json,059004.json,
000314.json,071329.json,
038813.json,020064.json,
032518.json,009016.json,
052068.json,019778.json,
100358.json,084812.json,
036131.json,094819.json,
107503.json,033900.json,
085411.json,034354.json,
104438.json,102122.json,
025349.json,038561.json,
002753.json,011203.json,
110752.json,045705.json,
117379.json,069813.json,
114775.json,101175.json,
059923.json,101279.json,
113448.json,017317.json,
026930.json,099523.json,
042264.json,115188.json,
038344.json,064047.json,
088351.json,094253.json,
042020.json,105150.json,
109549.json,038435.json,
071385.json,060616.json,
084509.json,087818.json,
088942.json,072529.json,
015717.json,030229.json,
098773.json,067217.json,
059299.json,042103.json,
080205.json,015314.json,
007203.json,111461.json,
119114.json,099466.json,
065622.json,036392.json,
117120.json,096317.json,
048667.json,082934.json,
104111.json,108556.json,
092321.json,049252.json,
029456.json,033278.json,
078286.json,068757.json,
015419.json,024529.json,
106582.json,074448.json,
031193.json,096596.json,
080421.json,079215.json,
047950.json,091465.json,
053033.json,003831.json,
099018.json,016005.json,
102901.json,082566.json,
001192.json,052564.json,
095525.json,033180.json,
116939.json,101850.json,
080837.json,101369.json,
005561.json,003434.json,
113491.json,084156.json,
076758.json,046617.json,
023491.json,061665.json,
055629.json,118437.json,
117923.json,099941.json,
001381.json,081420.json,
067143.json,092298.json,
107122.json,105276.json,
049961.json,077331.json,
094847.json,107917.json,
110974.json,110137.json,
017032.json,109331.json,
089357.json,082611.json,
108148.json,076417.json,
006999.json,082344.json,
003167.json,035033.json,
036053.json,044043.json,
104593.json,075286.json,
041487.json,020814.json,
032418.json,088632.json,
066253.json,087578.json,
114204.json,107654.json,
085555.json,027100.json,
073227.json,000556.json,
000822.json,016069.json,
037417.json,040770.json,
023977.json,008669.json,
099197.json,012836.json,
060041.json,060229.json,
116852.json,117648.json,
084342.json,106924.json,
105887.json,084768.json,
096676.json,021825.json,
084862.json,050600.json,
101197.json,106083.json,
080222.json,107242.json,
120114.json,042143.json,
071807.json,001499.json,
028138.json,056062.json,
037904.json,006671.json,
116431.json,012666.json,
038261.json,000931.json,
047016.json,024903.json,
012103.json,056713.json,
089723.json,061884.json,
040795.json,090457.json,
028739.json,055790.json,
080787.json,034561.json,
116307.json,061894.json,
042798.json,055448.json,
042719.json,091129.json,
056704.json,035683.json,
079703.json,044210.json,
058624.json,085469.json,
087511.json,076882.json,
079380.json,092833.json,
107384.json,074387.json,
024545.json,047070.json,
062410.json,087205.json,
113926.json,023003.json,
077982.json,105058.json,
099103.json,106539.json,
083824.json,041433.json,
056960.json,086247.json,
102683.json,054762.json,
060490.json,109580.json,
080677.json,103078.json,
115266.json,054670.json,
070225.json,074747.json,
062218.json,036322.json,
034107.json,068824.json,
079814.json,107607.json,
102579.json,107960.json,
026906.json,009147.json,
086867.json,007731.json,
015379.json,083274.json,
048137.json,006367.json,
048049.json,016135.json,
003488.json,004129.json,
026843.json,100990.json,
018054.json,024950.json,
030059.json,051529.json,
110906.json,081462.json,
077499.json,071572.json,
025232.json,058097.json,
074757.json,093418.json,
020098.json,067040.json,
033444.json,109669.json,
024772.json,002842.json,
066596.json,071430.json,
092230.json,024064.json,
116101.json,089686.json,
065746.json,049572.json,
009950.json,008048.json,
116666.json,068255.json,
041689.json,043758.json,
080883.json,068180.json,
100586.json,041947.json,
028483.json,013979.json,
065423.json,055171.json,
042514.json,059182.json,
089793.json,046858.json,
023866.json,024705.json,
061584.json,031008.json,
009437.json,086072.json,
033508.json,011939.json,
078460.json,010910.json,
094389.json,030835.json,
058249.json,042925.json,
110883.json,114037.json,
104792.json,037633.json,
043948.json,093565.json,
032810.json,100960.json,
045677.json,105540.json,
079478.json,073398.json,
081242.json,038537.json,
091277.json,046811.json,
076587.json,045651.json,
115384.json,016475.json,
073065.json,111801.json,
114663.json,114697.json,
015340.json,059794.json,
089435.json,029140.json,
101117.json,065972.json,
060689.json,085420.json,
107489.json,116558.json,
074921.json,041354.json,
114643.json,020545.json,
090129.json,042136.json,
019464.json,082957.json,
094165.json,104717.json,
052973.json,006398.json,
033525.json,094404.json,
044982.json,033630.json,
051058.json,019247.json,
058900.json,022186.json,
078102.json,049582.json,
110921.json,055221.json,
090592.json,067791.json,
026884.json,019933.json,
084721.json,034784.json,
001916.json,073659.json,
119110.json,064049.json,
087272.json,114056.json,
074462.json,021970.json,
026740.json,054389.json,
075749.json,042640.json,
054590.json,044579.json,
043405.json,027226.json,
101478.json,058695.json,
021932.json,066379.json,
021383.json,014024.json,
017461.json,118726.json,
091905.json,093723.json,
059128.json,046325.json,
011385.json,008568.json,
066140.json,091101.json,
049839.json,096131.json,
050101.json,066972.json,
017883.json,038761.json,
065568.json,055723.json,
002850.json,067264.json,
103135.json,116002.json,
027330.json,040412.json,
112967.json,049899.json,
112464.json,057916.json,
082565.json,006617.json,
061741.json,101346.json,
081620.json,033591.json,
014085.json,099694.json,
057755.json,075382.json,
021843.json,079186.json,
058359.json,059964.json,
080745.json,051471.json,
003821.json,088452.json,
105242.json,008563.json,
046855.json,010603.json,
010789.json,025874.json,
031135.json,109525.json,
043994.json,076102.json,
040170.json,001296.json,
035210.json,070858.json,
053132.json,000699.json,
065527.json,053949.json,
052503.json,114858.json,
034774.json,110455.json,
119093.json,079545.json,
062050.json,059472.json,
094321.json,052072.json,
090267.json,029842.json,
040144.json,032310.json,
079422.json,114097.json,
095970.json,015123.json,
030595.json,063357.json,
082946.json,082115.json,
058407.json,049941.json,
044940.json,055780.json,
114454.json,112666.json,
094879.json,006912.json,
086378.json,048410.json,
026581.json,078484.json,
109317.json,079155.json,
081779.json,108396.json,
017384.json,115759.json,
092092.json,069153.json,
027317.json,077347.json,
006197.json,109159.json,
110217.json,025471.json,
071606.json,119028.json,
083172.json,098153.json,
059936.json,121198.json,
033257.json,063622.json,
013738.json,051650.json,
055591.json,016893.json,
030112.json,006685.json,
091583.json,025523.json,
043155.json,118563.json,
083244.json,119623.json,
098042.json,022245.json,
071423.json,048040.json,
044707.json,059793.json,
058574.json,063130.json,
012622.json,031405.json,
009766.json,040217.json,
061508.json,070564.json,
071340.json,014828.json,
005392.json,048311.json,
046505.json,114501.json,
093512.json,099614.json,
097716.json,051121.json,
041139.json,037250.json,
040610.json,082627.json,
009993.json,118625.json,
047993.json,074095.json,
003427.json,048803.json,
113647.json,083710.json,
106026.json,103711.json,
112791.json,057611.json,
028518.json,087660.json,
021691.json,009010.json,
085937.json,023328.json,
105629.json,089207.json,
021031.json,054815.json,
027966.json,082542.json,
038236.json,081946.json,
017813.json,091038.json,
092322.json,102996.json,
057389.json,061759.json,
048805.json,091280.json,
009656.json,111040.json,
002061.json,103129.json,
048199.json,117143.json,
108820.json,074474.json,
071068.json,008499.json,
093336.json,062731.json,
117448.json,085779.json,
067974.json,086447.json,
057095.json,092217.json,
057451.json,054652.json,
032152.json,112058.json,
101644.json,099137.json,
106706.json,050559.json,
018751.json,051353.json,
098424.json,041276.json,
029139.json,057670.json,
032143.json,050899.json,
105948.json,093382.json,
077546.json,054072.json,
051289.json,089872.json,
107439.json,101108.json,
013040.json,036646.json,
075256.json,110612.json,
005337.json,004562.json,
031520.json,043685.json,
019331.json,047430.json,
006953.json,024783.json,
051163.json,015881.json,
019146.json,077770.json,
119555.json,035188.json,
018877.json,057443.json,
038398.json,073348.json,
099854.json,097533.json,
090138.json,054276.json,
095766.json,025943.json,
038877.json,062943.json,
108278.json,019710.json,
047782.json,107442.json,
103024.json,061400.json,
098141.json,097217.json,
043629.json,024426.json,
073759.json,080849.json,
043088.json,039541.json,
008723.json,043071.json,
061590.json,061006.json,
114771.json,012992.json,
096272.json,106742.json,
024174.json,015677.json,
002927.json,055668.json,
108892.json,066831.json,
016164.json,102415.json,
009381.json,113950.json,
003333.json,041384.json,
004422.json,085742.json,
075484.json,028793.json,
010815.json,070881.json,
056499.json,042173.json,
007406.json,042519.json,
055898.json,056440.json,
084190.json,099106.json,
026272.json,096985.json,
019506.json,004698.json,
107643.json,085209.json,
093176.json,069526.json,
029693.json,014483.json,
064805.json,104003.json,
114450.json,069182.json,
098989.json,016357.json,
016613.json,113984.json,
104872.json,014437.json,
102281.json,094861.json,
105954.json,053269.json,
025074.json,088258.json,
086019.json,076340.json,
077308.json,023832.json,
082275.json,022156.json,
108867.json,086230.json,
025513.json,018865.json,
054849.json,038937.json,
039356.json,105289.json,
112333.json,096216.json,
039801.json,034414.json,
045012.json,077978.json,
018317.json,073042.json,
061055.json,037292.json,
000861.json,114907.json,
058227.json,021118.json,
012946.json,058940.json,
000204.json,064435.json,
